Transaction_ID,Account_ID,Transaction_Amount,Transaction_Type,Merchant,Location,Time,Fraud_Flag
TID_585,ACCT_20,326.26,Online,Best Buy,New York,2025-06-21 11:22:27.620640,1
TID_586,ACCT_43,537.05,Online,Target,Los Angeles,2025-07-01 11:22:27.620640,1
TID_587,ACCT_13,290.5,In-store,Amazon,Los Angeles,2025-06-19 11:22:27.620640,0
TID_588,ACCT_38,482.04,Online,eBay,Los Angeles,2025-07-05 11:22:27.620640,0
TID_589,ACCT_88,361.98,Online,Walmart,Miami,2025-06-28 11:22:27.620640,0
TID_590,ACCT_25,493.24,In-store,Best Buy,Los Angeles,2025-07-15 11:22:27.620640,0
TID_591,ACCT_64,51.59,Online,Best Buy,Miami,2025-06-19 11:22:27.620640,1
TID_592,ACCT_36,1833.8,Online,Best Buy,Miami,2025-06-19 11:22:27.620640,0
TID_593,ACCT_52,1097.28,Online,Best Buy,Los Angeles,2025-06-16 11:22:27.620640,0
TID_594,ACCT_37,419.0,In-store,Amazon,New York,2025-07-01 11:22:27.620640,1
TID_595,ACCT_21,1706.84,In-store,eBay,New York,2025-06-18 11:22:27.620640,0
TID_596,ACCT_24,343.01,Online,eBay,New York,2025-07-05 11:22:27.620640,0
TID_597,ACCT_85,932.72,Online,Best Buy,San Francisco,2025-06-17 11:22:27.620640,1
TID_598,ACCT_7,32.02,In-store,Amazon,San Francisco,2025-06-27 11:22:27.620640,1
TID_599,ACCT_50,993.28,Online,Best Buy,San Francisco,2025-06-25 11:22:27.620640,0
TID_600,ACCT_36,1139.56,Online,Best Buy,New York,2025-07-03 11:22:27.620640,0
TID_601,ACCT_19,681.01,Online,Walmart,New York,2025-07-02 11:22:27.620640,0
TID_602,ACCT_65,1691.75,Online,Walmart,Los Angeles,2025-06-16 11:22:27.620640,1
TID_603,ACCT_57,1414.74,Online,Target,New York,2025-06-18 11:22:27.620640,1
TID_604,ACCT_71,1038.83,Online,Walmart,San Francisco,2025-07-03 11:22:27.620640,1
TID_605,ACCT_45,1537.41,In-store,eBay,New York,2025-07-10 11:22:27.620640,1
TID_606,ACCT_52,1913.73,Online,Target,San Francisco,2025-07-05 11:22:27.620640,0
TID_607,ACCT_47,192.2,In-store,Amazon,Los Angeles,2025-06-16 11:22:27.620640,1
TID_608,ACCT_31,471.58,Online,Walmart,New York,2025-07-08 11:22:27.620640,1
TID_609,ACCT_34,1178.47,In-store,Target,San Francisco,2025-07-05 11:22:27.620640,1
TID_610,ACCT_20,1672.24,Online,Amazon,Chicago,2025-06-30 11:22:27.620640,1
TID_611,ACCT_19,1815.45,In-store,Best Buy,Miami,2025-06-21 11:22:27.620640,1
TID_612,ACCT_78,1342.16,Online,Amazon,Los Angeles,2025-06-30 11:22:27.620640,0
TID_613,ACCT_75,1996.3,In-store,Walmart,San Francisco,2025-07-05 11:22:27.620640,0
TID_614,ACCT_54,1794.21,Online,Best Buy,San Francisco,2025-06-22 11:22:27.620640,1
TID_615,ACCT_8,39.97,Online,Walmart,Los Angeles,2025-06-27 11:22:27.620640,0
TID_616,ACCT_52,1307.67,In-store,Walmart,New York,2025-07-03 11:22:27.620640,1
TID_617,ACCT_61,583.81,In-store,Best Buy,San Francisco,2025-07-10 11:22:27.620640,1
TID_618,ACCT_75,627.32,Online,Best Buy,San Francisco,2025-07-07 11:22:27.620640,1
TID_619,ACCT_20,1394.55,Online,Target,Miami,2025-07-10 11:22:27.620640,0
TID_620,ACCT_41,116.74,Online,Target,Chicago,2025-06-25 11:22:27.620640,0
TID_621,ACCT_58,1570.74,Online,Best Buy,San Francisco,2025-06-18 11:22:27.620640,0
TID_622,ACCT_52,1262.34,In-store,Target,New York,2025-06-23 11:22:27.620640,1
TID_623,ACCT_4,1818.65,Online,Target,San Francisco,2025-06-16 11:22:27.620640,1
TID_624,ACCT_23,245.02,In-store,Amazon,Miami,2025-06-15 11:22:27.620640,0
TID_625,ACCT_85,1235.93,Online,Best Buy,Miami,2025-06-23 11:22:27.620640,0
TID_626,ACCT_96,658.93,In-store,Best Buy,San Francisco,2025-06-28 11:22:27.620640,0
TID_627,ACCT_39,106.48,Online,Target,Los Angeles,2025-07-08 11:22:27.620640,0
TID_628,ACCT_6,1174.29,In-store,Target,Miami,2025-07-11 11:22:27.620640,0
TID_629,ACCT_95,1884.16,Online,eBay,San Francisco,2025-07-03 11:22:27.620640,1
TID_630,ACCT_20,1042.9,In-store,eBay,Los Angeles,2025-07-12 11:22:27.620640,0
TID_631,ACCT_14,897.45,In-store,eBay,San Francisco,2025-07-03 11:22:27.620640,1
TID_632,ACCT_98,1407.08,In-store,Target,Chicago,2025-06-21 11:22:27.620640,1
TID_633,ACCT_41,1485.96,In-store,eBay,San Francisco,2025-06-30 11:22:27.620640,1
TID_634,ACCT_49,377.06,In-store,Target,Miami,2025-06-20 11:22:27.620640,0
TID_635,ACCT_15,1081.46,Online,Best Buy,Miami,2025-07-08 11:22:27.620640,1
TID_636,ACCT_16,116.95,Online,eBay,Miami,2025-06-19 11:22:27.620640,1
TID_637,ACCT_7,131.21,In-store,Best Buy,New York,2025-07-02 11:22:27.620640,1
TID_638,ACCT_56,1785.8,Online,eBay,Los Angeles,2025-07-06 11:22:27.620640,1
TID_639,ACCT_92,1819.36,Online,Walmart,Los Angeles,2025-07-11 11:22:27.620640,0
TID_640,ACCT_10,535.49,In-store,eBay,Los Angeles,2025-07-11 11:22:27.620640,1
TID_641,ACCT_71,1335.5,In-store,Target,San Francisco,2025-06-28 11:22:27.620640,1
TID_642,ACCT_17,408.31,Online,Walmart,Miami,2025-06-19 11:22:27.620640,1
TID_643,ACCT_93,1861.1,Online,eBay,New York,2025-06-26 11:22:27.620640,0
TID_644,ACCT_79,676.5,Online,Walmart,Los Angeles,2025-06-28 11:22:27.620640,0
TID_645,ACCT_28,998.83,Online,Best Buy,Miami,2025-06-16 11:22:27.620640,1
TID_646,ACCT_17,1617.18,In-store,eBay,San Francisco,2025-06-29 11:22:27.620640,0
TID_647,ACCT_7,1392.54,In-store,Walmart,New York,2025-07-14 11:22:27.620640,0
TID_648,ACCT_20,1225.21,Online,Best Buy,San Francisco,2025-07-06 11:22:27.620640,0
TID_649,ACCT_15,493.64,In-store,Target,Los Angeles,2025-07-13 11:22:27.620640,1
TID_650,ACCT_99,1780.67,In-store,Target,San Francisco,2025-07-03 11:22:27.620640,1
TID_651,ACCT_52,8.25,Online,Walmart,San Francisco,2025-06-30 11:22:27.620640,1
TID_652,ACCT_29,276.24,Online,Amazon,Miami,2025-07-12 11:22:27.620640,0
TID_653,ACCT_90,1081.17,In-store,Target,New York,2025-06-26 11:22:27.620640,0
TID_654,ACCT_41,1662.16,In-store,eBay,San Francisco,2025-06-15 11:22:27.620640,1
TID_655,ACCT_61,938.18,In-store,Target,San Francisco,2025-07-13 11:22:27.620640,1
TID_656,ACCT_14,1552.33,Online,Amazon,Miami,2025-07-14 11:22:27.620640,0
TID_657,ACCT_56,1856.25,Online,eBay,Chicago,2025-06-27 11:22:27.620640,0
TID_658,ACCT_59,1104.43,In-store,Best Buy,Los Angeles,2025-06-27 11:22:27.620640,1
TID_659,ACCT_77,981.86,Online,Amazon,Chicago,2025-06-26 11:22:27.620640,0
TID_660,ACCT_50,370.92,Online,Walmart,Miami,2025-07-11 11:22:27.620640,1
TID_661,ACCT_58,489.99,In-store,Best Buy,New York,2025-07-02 11:22:27.620640,0
TID_662,ACCT_80,1487.47,In-store,Amazon,Miami,2025-07-13 11:22:27.620640,0
TID_663,ACCT_27,1167.37,Online,Amazon,Los Angeles,2025-07-06 11:22:27.620640,0
TID_664,ACCT_14,927.61,In-store,Amazon,Chicago,2025-06-21 11:22:27.620640,1
TID_665,ACCT_35,1203.91,Online,Walmart,Chicago,2025-06-26 11:22:27.620640,0
TID_666,ACCT_21,1666.44,In-store,Walmart,Miami,2025-06-17 11:22:27.620640,1
TID_667,ACCT_66,1367.08,In-store,Best Buy,New York,2025-06-20 11:22:27.620640,1
TID_668,ACCT_71,1194.59,In-store,Walmart,Chicago,2025-06-15 11:22:27.620640,0
TID_669,ACCT_19,1185.24,In-store,Amazon,Miami,2025-06-17 11:22:27.620640,0
TID_670,ACCT_71,764.47,Online,Walmart,Los Angeles,2025-06-20 11:22:27.620640,0
TID_671,ACCT_30,1094.68,In-store,Best Buy,San Francisco,2025-07-09 11:22:27.620640,1
TID_672,ACCT_86,793.28,In-store,Amazon,New York,2025-07-15 11:22:27.620640,1
TID_673,ACCT_94,197.99,Online,eBay,San Francisco,2025-07-12 11:22:27.620640,0
TID_674,ACCT_26,757.64,Online,eBay,Miami,2025-07-06 11:22:27.620640,0
TID_675,ACCT_62,1183.19,In-store,Best Buy,Chicago,2025-07-05 11:22:27.620640,0
TID_676,ACCT_17,455.85,In-store,Best Buy,New York,2025-07-14 11:22:27.620640,0
TID_677,ACCT_52,159.4,Online,Target,Miami,2025-06-17 11:22:27.620640,1
TID_678,ACCT_17,362.19,Online,eBay,Miami,2025-07-03 11:22:27.620640,1
TID_679,ACCT_15,881.85,In-store,Target,New York,2025-07-05 11:22:27.620640,0
TID_680,ACCT_49,1823.21,In-store,Target,Chicago,2025-06-27 11:22:27.620640,1
TID_681,ACCT_40,1701.45,In-store,Target,New York,2025-07-03 11:22:27.620640,1
TID_682,ACCT_13,227.41,Online,eBay,San Francisco,2025-07-11 11:22:27.620640,0
TID_683,ACCT_59,44.98,Online,Walmart,Los Angeles,2025-07-06 11:22:27.620640,1
TID_684,ACCT_26,163.21,In-store,eBay,Miami,2025-06-25 11:22:27.620640,1
TID_685,ACCT_19,665.42,In-store,Amazon,Chicago,2025-07-11 11:22:27.620640,0
TID_686,ACCT_8,942.61,Online,Walmart,Miami,2025-07-11 11:22:27.620640,0
TID_687,ACCT_41,221.71,In-store,Best Buy,Miami,2025-06-18 11:22:27.620640,0
TID_688,ACCT_51,645.58,In-store,Walmart,San Francisco,2025-06-22 11:22:27.620640,1
TID_689,ACCT_79,1619.88,Online,Walmart,Chicago,2025-06-18 11:22:27.620640,0
TID_690,ACCT_10,1414.63,In-store,Amazon,Chicago,2025-06-19 11:22:27.620640,0
TID_691,ACCT_7,1880.27,Online,Target,New York,2025-07-02 11:22:27.620640,0
TID_692,ACCT_65,318.5,In-store,eBay,Chicago,2025-07-12 11:22:27.620640,0
TID_693,ACCT_54,722.57,Online,Best Buy,Miami,2025-07-15 11:22:27.620640,0
TID_694,ACCT_57,791.73,Online,eBay,Miami,2025-06-21 11:22:27.620640,0
TID_695,ACCT_31,1747.16,In-store,Walmart,Miami,2025-07-02 11:22:27.620640,1
TID_696,ACCT_40,1960.33,In-store,Amazon,San Francisco,2025-06-16 11:22:27.620640,1
TID_697,ACCT_77,1735.76,In-store,Amazon,San Francisco,2025-07-06 11:22:27.620640,1
TID_698,ACCT_48,930.99,In-store,Best Buy,San Francisco,2025-06-27 11:22:27.620640,1
TID_699,ACCT_49,1203.96,Online,Best Buy,Los Angeles,2025-07-05 11:22:27.620640,0
TID_700,ACCT_7,889.71,Online,Walmart,Chicago,2025-07-05 11:22:27.620640,0
TID_701,ACCT_24,210.21,Online,Best Buy,New York,2025-06-21 11:22:27.620640,1
TID_702,ACCT_98,1614.34,In-store,Amazon,Los Angeles,2025-06-17 11:22:27.620640,1
TID_703,ACCT_63,104.5,In-store,Walmart,San Francisco,2025-07-14 11:22:27.620640,1
TID_704,ACCT_64,1504.02,In-store,eBay,Chicago,2025-06-15 11:22:27.620640,1
TID_705,ACCT_45,1254.65,In-store,eBay,San Francisco,2025-07-13 11:22:27.620640,0
TID_706,ACCT_45,1662.2,Online,eBay,New York,2025-06-24 11:22:27.620640,0
TID_707,ACCT_76,1336.28,Online,Amazon,Los Angeles,2025-06-21 11:22:27.620640,0
TID_708,ACCT_50,339.88,In-store,Best Buy,Miami,2025-06-15 11:22:27.620640,1
TID_709,ACCT_5,277.78,In-store,eBay,Miami,2025-06-30 11:22:27.620640,1
TID_710,ACCT_67,1540.44,In-store,Target,New York,2025-07-11 11:22:27.620640,0
TID_711,ACCT_58,1611.96,Online,Walmart,Chicago,2025-06-15 11:22:27.620640,1
TID_712,ACCT_5,1824.13,Online,Best Buy,San Francisco,2025-06-29 11:22:27.620640,0
TID_713,ACCT_53,1671.75,Online,Target,New York,2025-07-06 11:22:27.620640,0
TID_714,ACCT_67,929.72,In-store,Best Buy,New York,2025-07-08 11:22:27.620640,1
TID_715,ACCT_16,1455.06,In-store,Amazon,Chicago,2025-06-30 11:22:27.620640,0
TID_716,ACCT_48,262.85,Online,Amazon,Los Angeles,2025-06-19 11:22:27.620640,1
TID_717,ACCT_56,838.94,Online,Amazon,Miami,2025-07-09 11:22:27.620640,0
TID_718,ACCT_96,1503.39,Online,Target,Chicago,2025-07-14 11:22:27.620640,1
TID_719,ACCT_83,1696.22,In-store,Walmart,Miami,2025-07-06 11:22:27.623027,0
TID_720,ACCT_74,1641.29,Online,eBay,Chicago,2025-07-08 11:22:27.623027,1
TID_721,ACCT_82,1165.87,In-store,eBay,Miami,2025-06-15 11:22:27.623027,0
TID_722,ACCT_9,324.39,Online,Walmart,New York,2025-06-25 11:22:27.623027,1
TID_723,ACCT_88,235.57,In-store,Walmart,Los Angeles,2025-06-23 11:22:27.623027,0
TID_724,ACCT_57,1831.47,Online,Amazon,Los Angeles,2025-06-20 11:22:27.623027,1
TID_725,ACCT_20,1710.34,In-store,eBay,New York,2025-07-13 11:22:27.623027,0
TID_726,ACCT_100,1613.61,In-store,Best Buy,Miami,2025-07-12 11:22:27.623027,0
TID_727,ACCT_31,1193.32,Online,Target,Miami,2025-07-01 11:22:27.623027,0
TID_728,ACCT_80,1267.13,Online,Amazon,Los Angeles,2025-06-17 11:22:27.623027,0
TID_729,ACCT_62,964.44,In-store,Amazon,New York,2025-06-15 11:22:27.623027,0
TID_730,ACCT_31,944.18,Online,Best Buy,Chicago,2025-07-12 11:22:27.623027,0
TID_731,ACCT_77,1632.4,In-store,Amazon,New York,2025-07-15 11:22:27.623027,1
TID_732,ACCT_38,1729.76,Online,Best Buy,San Francisco,2025-06-29 11:22:27.623027,1
TID_733,ACCT_64,825.76,Online,Walmart,Chicago,2025-06-30 11:22:27.623027,0
TID_734,ACCT_85,936.28,Online,eBay,New York,2025-06-27 11:22:27.623027,1
TID_735,ACCT_65,760.77,Online,Walmart,Los Angeles,2025-06-18 11:22:27.623027,1
TID_736,ACCT_68,13.11,Online,Amazon,Miami,2025-07-07 11:22:27.623027,0
TID_737,ACCT_49,695.25,Online,eBay,Los Angeles,2025-06-22 11:22:27.623027,1
TID_738,ACCT_76,1022.12,Online,eBay,San Francisco,2025-06-22 11:22:27.623027,0
TID_739,ACCT_50,247.09,In-store,eBay,San Francisco,2025-06-22 11:22:27.623027,0
TID_740,ACCT_28,613.73,Online,Target,New York,2025-07-12 11:22:27.623027,0
TID_741,ACCT_38,716.77,In-store,Target,San Francisco,2025-07-01 11:22:27.623027,1
TID_742,ACCT_14,302.5,Online,Walmart,San Francisco,2025-07-08 11:22:27.623027,1
TID_743,ACCT_86,84.35,Online,eBay,New York,2025-06-16 11:22:27.623027,0
TID_744,ACCT_36,779.16,Online,Target,Chicago,2025-06-25 11:22:27.623027,1
TID_745,ACCT_70,1926.16,Online,eBay,Chicago,2025-06-29 11:22:27.623027,0
TID_746,ACCT_15,321.28,Online,Target,Chicago,2025-06-20 11:22:27.623027,1
TID_747,ACCT_63,94.58,In-store,Target,Los Angeles,2025-06-21 11:22:27.623027,0
TID_748,ACCT_27,1907.19,Online,Best Buy,San Francisco,2025-06-18 11:22:27.623027,1
TID_749,ACCT_83,1315.4,In-store,Walmart,Los Angeles,2025-07-14 11:22:27.623027,0
TID_750,ACCT_10,358.19,In-store,eBay,Los Angeles,2025-06-28 11:22:27.623027,0
TID_751,ACCT_64,1121.68,In-store,Amazon,Miami,2025-07-08 11:22:27.623027,1
TID_752,ACCT_47,222.96,Online,eBay,Miami,2025-07-08 11:22:27.623027,0
TID_753,ACCT_52,279.74,In-store,Target,Miami,2025-07-01 11:22:27.623027,1
TID_754,ACCT_26,326.42,Online,Best Buy,Los Angeles,2025-07-11 11:22:27.623027,1
TID_755,ACCT_91,1775.45,Online,Amazon,Miami,2025-07-09 11:22:27.623027,1
TID_756,ACCT_92,1772.3,Online,Amazon,Chicago,2025-06-18 11:22:27.623027,0
TID_757,ACCT_54,1483.73,In-store,Best Buy,Chicago,2025-07-10 11:22:27.623027,1
TID_758,ACCT_13,1841.85,In-store,eBay,Los Angeles,2025-06-18 11:22:27.623027,1
TID_759,ACCT_7,1438.98,In-store,Best Buy,San Francisco,2025-06-29 11:22:27.623027,1
TID_760,ACCT_39,781.66,In-store,eBay,Los Angeles,2025-06-23 11:22:27.623027,0
TID_761,ACCT_76,456.85,In-store,Best Buy,New York,2025-06-19 11:22:27.623027,1
TID_762,ACCT_75,276.09,In-store,Amazon,Los Angeles,2025-07-13 11:22:27.623027,0
TID_763,ACCT_93,940.8,In-store,Best Buy,San Francisco,2025-07-10 11:22:27.623027,1
TID_764,ACCT_23,900.01,In-store,Best Buy,New York,2025-06-30 11:22:27.623027,0
TID_765,ACCT_77,880.08,In-store,Best Buy,Chicago,2025-06-23 11:22:27.623027,1
TID_766,ACCT_54,932.7,Online,Walmart,Miami,2025-06-17 11:22:27.623027,0
TID_767,ACCT_40,1759.39,In-store,Target,Los Angeles,2025-07-14 11:22:27.623027,1
TID_768,ACCT_88,616.19,In-store,eBay,New York,2025-06-23 11:22:27.623027,0
TID_769,ACCT_21,275.26,Online,Amazon,Chicago,2025-06-26 11:22:27.623027,0
TID_770,ACCT_15,1229.67,In-store,Amazon,Chicago,2025-07-03 11:22:27.623027,1
TID_771,ACCT_1,607.4,Online,eBay,Los Angeles,2025-06-29 11:22:27.623027,0
TID_772,ACCT_98,552.59,In-store,Walmart,Los Angeles,2025-06-22 11:22:27.623027,1
TID_773,ACCT_33,1165.24,In-store,Amazon,San Francisco,2025-06-18 11:22:27.623027,1
TID_774,ACCT_24,335.26,In-store,Target,San Francisco,2025-07-03 11:22:27.623027,0
TID_775,ACCT_72,564.83,In-store,Target,Chicago,2025-07-09 11:22:27.623027,0
TID_776,ACCT_68,1670.54,Online,Best Buy,Los Angeles,2025-06-24 11:22:27.623027,1
TID_777,ACCT_89,410.08,Online,eBay,Chicago,2025-06-27 11:22:27.623027,1
TID_778,ACCT_48,628.07,Online,Target,Miami,2025-07-05 11:22:27.623027,1
TID_779,ACCT_17,272.5,Online,Target,Miami,2025-06-29 11:22:27.623027,0
TID_780,ACCT_74,910.54,In-store,Target,Los Angeles,2025-07-01 11:22:27.623027,1
TID_781,ACCT_88,378.2,Online,Best Buy,Chicago,2025-07-14 11:22:27.623027,0
TID_782,ACCT_40,160.51,Online,Best Buy,Chicago,2025-07-11 11:22:27.623027,0
TID_783,ACCT_18,283.02,In-store,Best Buy,San Francisco,2025-06-21 11:22:27.623027,1
TID_784,ACCT_8,232.53,Online,Best Buy,San Francisco,2025-07-15 11:22:27.623027,0
TID_785,ACCT_76,1408.13,In-store,Target,Los Angeles,2025-07-02 11:22:27.623027,0
TID_786,ACCT_19,1847.26,In-store,Amazon,Chicago,2025-06-29 11:22:27.623027,1
TID_787,ACCT_90,463.79,Online,Amazon,Miami,2025-06-17 11:22:27.623027,0
TID_788,ACCT_84,1350.82,In-store,Target,Chicago,2025-06-15 11:22:27.623027,0
TID_789,ACCT_62,1595.92,Online,Target,San Francisco,2025-07-03 11:22:27.623027,1
TID_790,ACCT_9,128.4,In-store,Target,San Francisco,2025-06-16 11:22:27.623027,0
TID_791,ACCT_71,939.77,In-store,Walmart,New York,2025-06-21 11:22:27.623027,0
TID_792,ACCT_71,1713.54,In-store,Target,New York,2025-06-28 11:22:27.623027,0
TID_793,ACCT_34,1402.51,In-store,Target,New York,2025-07-13 11:22:27.623027,1
TID_794,ACCT_89,1922.63,Online,Target,Miami,2025-07-13 11:22:27.623027,1
TID_795,ACCT_51,1268.87,Online,Best Buy,Chicago,2025-06-21 11:22:27.623027,0
TID_796,ACCT_35,1538.44,In-store,eBay,Chicago,2025-06-21 11:22:27.623027,1
TID_797,ACCT_4,1805.39,Online,Target,New York,2025-06-16 11:22:27.623027,0
TID_798,ACCT_80,620.7,In-store,Amazon,Miami,2025-07-14 11:22:27.623027,1
TID_799,ACCT_58,14.6,In-store,Walmart,Chicago,2025-07-14 11:22:27.623027,0
TID_800,ACCT_16,1682.31,In-store,Best Buy,Chicago,2025-06-20 11:22:27.623027,1
TID_801,ACCT_29,833.31,In-store,Walmart,San Francisco,2025-07-09 11:22:27.623027,1
TID_802,ACCT_28,195.3,In-store,Walmart,Los Angeles,2025-06-17 11:22:27.623027,0
TID_803,ACCT_17,1267.63,Online,Walmart,Los Angeles,2025-07-02 11:22:27.623027,0
TID_804,ACCT_72,1040.85,In-store,Best Buy,Chicago,2025-06-19 11:22:27.623027,1
TID_805,ACCT_34,1745.29,In-store,Amazon,Chicago,2025-06-16 11:22:27.623027,0
TID_806,ACCT_42,1248.37,Online,Walmart,San Francisco,2025-06-23 11:22:27.623027,1
TID_807,ACCT_47,1657.03,In-store,Walmart,Miami,2025-06-28 11:22:27.623027,0
TID_808,ACCT_43,376.91,Online,Amazon,Chicago,2025-06-18 11:22:27.623027,1
TID_809,ACCT_53,1389.92,In-store,eBay,San Francisco,2025-07-01 11:22:27.623027,0
TID_810,ACCT_21,1443.28,Online,Best Buy,Los Angeles,2025-06-20 11:22:27.623027,0
TID_811,ACCT_25,209.13,In-store,eBay,New York,2025-07-02 11:22:27.623027,1
TID_812,ACCT_18,1342.74,In-store,Walmart,Chicago,2025-06-27 11:22:27.623027,0
TID_813,ACCT_78,532.05,Online,Best Buy,San Francisco,2025-06-21 11:22:27.623027,0
TID_814,ACCT_88,1921.17,In-store,Best Buy,Chicago,2025-07-13 11:22:27.623027,0
TID_815,ACCT_90,192.37,Online,Walmart,San Francisco,2025-06-23 11:22:27.623027,1
TID_816,ACCT_81,1750.38,Online,Amazon,San Francisco,2025-07-08 11:22:27.623027,0
TID_817,ACCT_18,1650.0,In-store,eBay,New York,2025-07-09 11:22:27.623027,0
TID_818,ACCT_67,1915.28,Online,Walmart,Los Angeles,2025-06-28 11:22:27.623027,0
TID_819,ACCT_49,861.38,In-store,Best Buy,San Francisco,2025-06-21 11:22:27.623027,0
TID_820,ACCT_3,1291.42,In-store,Target,Chicago,2025-07-11 11:22:27.623027,1
TID_821,ACCT_96,19.31,In-store,Target,New York,2025-07-14 11:22:27.623027,1
TID_822,ACCT_35,659.38,Online,Walmart,Los Angeles,2025-07-08 11:22:27.623027,1
TID_823,ACCT_11,1729.65,Online,Walmart,Los Angeles,2025-07-14 11:22:27.623027,0
TID_824,ACCT_21,1549.84,In-store,Walmart,Los Angeles,2025-06-27 11:22:27.623027,1
TID_825,ACCT_11,1660.05,In-store,Amazon,New York,2025-07-11 11:22:27.623027,0
TID_826,ACCT_32,822.99,Online,eBay,San Francisco,2025-07-07 11:22:27.623027,0
TID_827,ACCT_6,1392.01,Online,Target,New York,2025-06-26 11:22:27.623027,1
TID_828,ACCT_87,1970.73,Online,Target,New York,2025-06-23 11:22:27.623027,0
TID_829,ACCT_54,422.96,In-store,Target,Los Angeles,2025-07-07 11:22:27.623027,1
TID_830,ACCT_49,1965.98,Online,Walmart,New York,2025-06-27 11:22:27.623027,0
TID_831,ACCT_48,1513.8,In-store,Target,New York,2025-07-05 11:22:27.623027,0
TID_832,ACCT_87,1320.83,Online,Amazon,Chicago,2025-07-02 11:22:27.623027,0
TID_833,ACCT_54,1029.1,Online,eBay,New York,2025-06-29 11:22:27.623027,0
TID_834,ACCT_5,1123.13,In-store,Best Buy,New York,2025-06-24 11:22:27.623027,0
TID_835,ACCT_46,626.61,In-store,Amazon,San Francisco,2025-07-13 11:22:27.623027,1
TID_836,ACCT_25,732.68,Online,Target,New York,2025-07-14 11:22:27.623027,1
TID_837,ACCT_69,1029.89,Online,eBay,San Francisco,2025-07-10 11:22:27.623027,0
TID_838,ACCT_70,1799.71,In-store,eBay,Miami,2025-06-18 11:22:27.623027,1
TID_839,ACCT_52,1593.68,Online,Walmart,San Francisco,2025-07-09 11:22:27.623027,1
TID_840,ACCT_52,1034.54,In-store,Amazon,Miami,2025-06-30 11:22:27.623027,0
TID_841,ACCT_39,1470.68,In-store,Target,Chicago,2025-06-21 11:22:27.623027,0
TID_842,ACCT_18,1266.63,In-store,Target,Chicago,2025-06-16 11:22:27.623027,1
TID_843,ACCT_2,728.25,In-store,Best Buy,San Francisco,2025-07-14 11:22:27.623027,0
TID_844,ACCT_97,1186.33,In-store,eBay,Los Angeles,2025-06-15 11:22:27.623027,0
TID_845,ACCT_60,877.84,In-store,Best Buy,Miami,2025-06-29 11:22:27.623027,0
TID_846,ACCT_96,1950.47,In-store,Target,New York,2025-06-27 11:22:27.623027,1
TID_847,ACCT_11,1783.63,Online,Best Buy,Los Angeles,2025-07-14 11:22:27.623027,1
TID_848,ACCT_50,1534.8,Online,Amazon,Miami,2025-06-28 11:22:27.623027,1
TID_849,ACCT_20,1893.09,In-store,Amazon,Los Angeles,2025-07-04 11:22:27.623027,1
TID_850,ACCT_93,1939.44,In-store,Best Buy,Miami,2025-07-09 11:22:27.623027,0
TID_851,ACCT_56,1320.5,In-store,Best Buy,Miami,2025-07-12 11:22:27.623027,1
TID_852,ACCT_50,923.24,Online,Target,Chicago,2025-07-09 11:22:27.623027,1
TID_853,ACCT_98,1585.32,In-store,eBay,New York,2025-07-08 11:22:27.623027,0
TID_854,ACCT_76,536.08,Online,eBay,San Francisco,2025-07-13 11:22:27.623027,1
TID_855,ACCT_6,37.02,Online,eBay,San Francisco,2025-06-19 11:22:27.623027,1
TID_856,ACCT_57,38.04,Online,Amazon,Chicago,2025-07-11 11:22:27.623027,1
TID_857,ACCT_99,1837.15,Online,Best Buy,New York,2025-07-08 11:22:27.623027,0
TID_858,ACCT_92,1673.29,Online,Best Buy,Chicago,2025-07-12 11:22:27.623027,1
TID_859,ACCT_77,923.51,In-store,Walmart,Chicago,2025-06-19 11:22:27.623027,0
TID_860,ACCT_96,1586.9,Online,Amazon,New York,2025-07-04 11:22:27.623027,1
TID_861,ACCT_49,281.47,Online,eBay,Chicago,2025-06-22 11:22:27.623027,0
TID_862,ACCT_7,1435.3,In-store,Best Buy,San Francisco,2025-07-09 11:22:27.623027,0
TID_863,ACCT_46,1955.81,In-store,Walmart,New York,2025-07-10 11:22:27.623027,1
TID_864,ACCT_79,46.53,Online,eBay,Miami,2025-06-26 11:22:27.623027,1
TID_865,ACCT_93,1857.39,Online,Target,New York,2025-07-12 11:22:27.623027,1
TID_866,ACCT_76,1548.6,Online,Target,New York,2025-06-30 11:22:27.623027,0
TID_867,ACCT_79,1462.7,Online,Walmart,Chicago,2025-07-09 11:22:27.623027,1
TID_868,ACCT_6,887.94,Online,Amazon,New York,2025-06-28 11:22:27.623027,0
TID_869,ACCT_39,1009.31,In-store,Best Buy,San Francisco,2025-07-02 11:22:27.623027,1
TID_870,ACCT_30,314.18,Online,Best Buy,Miami,2025-07-03 11:22:27.623027,0
TID_871,ACCT_68,1893.03,In-store,eBay,Chicago,2025-06-16 11:22:27.623027,1
TID_872,ACCT_18,1503.57,In-store,eBay,Miami,2025-07-08 11:22:27.623027,1
TID_873,ACCT_68,702.42,In-store,Walmart,Los Angeles,2025-07-13 11:22:27.623027,1
TID_874,ACCT_31,1609.51,Online,eBay,New York,2025-06-30 11:22:27.623027,0
TID_875,ACCT_18,1142.96,Online,Target,Chicago,2025-06-23 11:22:27.623027,1
TID_876,ACCT_59,1679.94,Online,Walmart,San Francisco,2025-07-11 11:22:27.623027,0
